2025-08-19 10:04:21.958 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
2025-08-19 11:07:06.995 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
2025-08-19 11:07:07.016 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
2025-08-19 11:07:14.016 [background-preinit] INFO  org.hibernate.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.0.Final
2025-08-19 11:07:14.085 [main] INFO  com.ankai.AnKaiBackendApplication - Starting AnKaiBackendApplication using Java 17.0.15 with PID 28628 (C:\Users\A\Desktop\AnKaiBackend\Ankai_Backend\target\classes started by A in C:\Users\A\Desktop\AnKaiBackend\Ankai_Backend)
2025-08-19 11:07:14.085 [main] INFO  com.ankai.AnKaiBackendApplication - No active profile set, falling back to 1 default profile: "default"
2025-08-19 11:07:14.826 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode
2025-08-19 11:07:14.828 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2025-08-19 11:07:14.859 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 16 ms. Found 0 Redis repository interfaces.
2025-08-19 11:07:15.599 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
2025-08-19 11:07:15.607 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2025-08-19 11:07:15.607 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2025-08-19 11:07:15.608 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.8]
2025-08-19 11:07:15.686 [main] INFO  o.a.c.c.ContainerBase.[Tomcat].[localhost].[/api] - Initializing Spring embedded WebApplicationContext
2025-08-19 11:07:15.687 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1551 ms
2025-08-19 11:07:16.170 [main] INFO  com.ankai.config.RedisConfig - 配置Redis连接工厂 - Host: 101.34.253.208, Port: 6379, Database: 9
2025-08-19 11:07:16.380 [main] INFO  com.ankai.config.RedisConfig - Redis连接工厂配置完成，使用数据库: 9
2025-08-19 11:07:16.403 [main] INFO  com.ankai.config.RedisConfig - 配置Redisson客户端 - Host: 101.34.253.208, Port: 6379, Database: 9
2025-08-19 11:07:16.411 [main] INFO  com.ankai.config.RedisConfig - Redisson客户端配置完成，使用数据库: 9
2025-08-19 11:07:16.474 [main] INFO  org.redisson.Version - Redisson 3.24.3
2025-08-19 11:07:16.683 [redisson-netty-6-4] INFO  org.redisson.connection.pool.MasterConnectionPool - 1 connections initialized for 101.34.253.208/101.34.253.208:6379
2025-08-19 11:07:16.730 [redisson-netty-6-5] INFO  o.r.connection.pool.MasterPubSubConnectionPool - 1 connections initialized for 101.34.253.208/101.34.253.208:6379
2025-08-19 11:07:17.126 [main] INFO  o.s.security.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@2634d000, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@1642968c, org.springframework.security.web.context.SecurityContextHolderFilter@34d5eac, org.springframework.security.web.header.HeaderWriterFilter@570127fa, org.springframework.security.web.authentication.logout.LogoutFilter@f575d2b, com.ankai.security.JwtAuthenticationFilter@25109608, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@1adf387e, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@72b53f27, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@3a7dcfb7, org.springframework.security.web.session.SessionManagementFilter@1b6683c4, org.springframework.security.web.access.ExceptionTranslationFilter@4136b193, org.springframework.security.web.access.intercept.AuthorizationFilter@1764e45e]
2025-08-19 11:07:17.389 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2025-08-19 11:07:17.398 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8080 (http) with context path '/api'
2025-08-19 11:07:17.406 [main] INFO  com.ankai.AnKaiBackendApplication - Started AnKaiBackendApplication in 3.855 seconds (process running for 4.92)
2025-08-19 11:07:48.461 [http-nio-8080-exec-1] INFO  o.a.c.c.ContainerBase.[Tomcat].[localhost].[/api] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2025-08-19 11:07:48.462 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2025-08-19 11:07:48.463 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 1 ms
2025-08-19 11:07:48.477 [http-nio-8080-exec-1] INFO  com.ankai.security.JwtAuthenticationFilter - JWT过滤器处理请求: GET /api/password/token-debug-page
2025-08-19 11:07:48.478 [http-nio-8080-exec-1] INFO  com.ankai.security.JwtAuthenticationFilter - === Authorization头检查 ===
2025-08-19 11:07:48.478 [http-nio-8080-exec-1] INFO  com.ankai.security.JwtAuthenticationFilter - Authorization头存在: false
2025-08-19 11:07:48.478 [http-nio-8080-exec-1] INFO  com.ankai.security.JwtAuthenticationFilter - === JWT Token检查 ===
2025-08-19 11:07:48.478 [http-nio-8080-exec-1] INFO  com.ankai.security.JwtAuthenticationFilter - Token存在: false
2025-08-19 11:07:56.249 [http-nio-8080-exec-3] INFO  com.ankai.security.JwtAuthenticationFilter - JWT过滤器处理请求: POST /api/auth/login
2025-08-19 11:07:56.250 [http-nio-8080-exec-3] INFO  com.ankai.security.JwtAuthenticationFilter - === Authorization头检查 ===
2025-08-19 11:07:56.250 [http-nio-8080-exec-3] INFO  com.ankai.security.JwtAuthenticationFilter - Authorization头存在: false
2025-08-19 11:07:56.250 [http-nio-8080-exec-3] INFO  com.ankai.security.JwtAuthenticationFilter - === JWT Token检查 ===
2025-08-19 11:07:56.250 [http-nio-8080-exec-3] INFO  com.ankai.security.JwtAuthenticationFilter - Token存在: false
2025-08-19 11:07:56.342 [http-nio-8080-exec-3] INFO  com.ankai.controller.AuthController - 接收到登录请求: admin
2025-08-19 11:07:56.342 [http-nio-8080-exec-3] INFO  com.ankai.service.impl.AuthServiceImpl - 用户登录请求: admin
2025-08-19 11:07:56.411 [http-nio-8080-exec-3] INFO  com.ankai.security.UserDetailsServiceImpl - 加载用户信息: admin
2025-08-19 11:07:56.428 [http-nio-8080-exec-3] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2025-08-19 11:07:56.780 [http-nio-8080-exec-3] INFO  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@3945c510
2025-08-19 11:07:56.781 [http-nio-8080-exec-3] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2025-08-19 11:07:56.882 [http-nio-8080-exec-3] INFO  com.ankai.security.UserDetailsServiceImpl - 用户 admin 拥有权限: [ROLE_SUPER_ADMIN, SUPER_ADMIN]
2025-08-19 11:07:57.008 [http-nio-8080-exec-3] INFO  com.ankai.service.impl.AuthServiceImpl - 用户登录成功: admin
2025-08-19 11:08:01.329 [http-nio-8080-exec-4] INFO  com.ankai.security.JwtAuthenticationFilter - JWT过滤器处理请求: POST /api/password/debug-token-complete
2025-08-19 11:08:01.329 [http-nio-8080-exec-4] INFO  com.ankai.security.JwtAuthenticationFilter - === Authorization头检查 ===
2025-08-19 11:08:01.329 [http-nio-8080-exec-4] INFO  com.ankai.security.JwtAuthenticationFilter - Authorization头存在: true
2025-08-19 11:08:01.329 [http-nio-8080-exec-4] INFO  com.ankai.security.JwtAuthenticationFilter - Authorization头内容: Bearer eyJhbGciOiJIUzUxMiJ9.eyJ1c2VySWQiOjEsInVzZXJuYW1lIjoiYWRtaW4iLCJzdWIiOiJhZG1pbiIsImlhdCI6MTc1NTU3Mjg3NiwiZXhwIjoxNzU1NTgwMDc2fQ.e39ajynG1fGhAManqIVagHL8Yd9Ap0jMDc26MYSyX-rq6EYa9N8V5jfieyMIVTfRk6WCd6qnWg8x2BeNppDmow
2025-08-19 11:08:01.329 [http-nio-8080-exec-4] INFO  com.ankai.security.JwtAuthenticationFilter - 是否以'Bearer '开头: true
2025-08-19 11:08:01.330 [http-nio-8080-exec-4] INFO  com.ankai.security.JwtAuthenticationFilter - 成功提取Token，长度: 214
2025-08-19 11:08:01.330 [http-nio-8080-exec-4] INFO  com.ankai.security.JwtAuthenticationFilter - Token前20位: eyJhbGciOiJIUzUxMiJ9...
2025-08-19 11:08:01.330 [http-nio-8080-exec-4] INFO  com.ankai.security.JwtAuthenticationFilter - === JWT Token检查 ===
2025-08-19 11:08:01.330 [http-nio-8080-exec-4] INFO  com.ankai.security.JwtAuthenticationFilter - Token存在: true
2025-08-19 11:08:01.330 [http-nio-8080-exec-4] INFO  com.ankai.security.JwtAuthenticationFilter - Token长度: 214
2025-08-19 11:08:01.330 [http-nio-8080-exec-4] INFO  com.ankai.security.JwtAuthenticationFilter - Token前20位: eyJhbGciOiJIUzUxMiJ9...
2025-08-19 11:08:01.330 [http-nio-8080-exec-4] INFO  com.ankai.security.JwtAuthenticationFilter - 开始验证Token...
2025-08-19 11:08:01.353 [http-nio-8080-exec-4] INFO  com.ankai.security.JwtAuthenticationFilter - Token验证结果: true
2025-08-19 11:08:01.354 [http-nio-8080-exec-4] INFO  com.ankai.security.UserDetailsServiceImpl - 加载用户信息: admin
2025-08-19 11:08:01.424 [http-nio-8080-exec-4] INFO  com.ankai.security.UserDetailsServiceImpl - 用户 admin 拥有权限: [ROLE_SUPER_ADMIN, SUPER_ADMIN]
2025-08-19 11:08:01.426 [http-nio-8080-exec-4] INFO  com.ankai.security.JwtAuthenticationFilter - 用户 admin 认证成功，已设置到Security上下文
2025-08-19 11:08:45.285 [http-nio-8080-exec-10] INFO  com.ankai.security.JwtAuthenticationFilter - JWT过滤器处理请求: POST /api/auth/login
2025-08-19 11:08:45.285 [http-nio-8080-exec-10] INFO  com.ankai.security.JwtAuthenticationFilter - === Authorization头检查 ===
2025-08-19 11:08:45.285 [http-nio-8080-exec-10] INFO  com.ankai.security.JwtAuthenticationFilter - Authorization头存在: false
2025-08-19 11:08:45.285 [http-nio-8080-exec-10] INFO  com.ankai.security.JwtAuthenticationFilter - === JWT Token检查 ===
2025-08-19 11:08:45.285 [http-nio-8080-exec-10] INFO  com.ankai.security.JwtAuthenticationFilter - Token存在: false
2025-08-19 11:08:45.287 [http-nio-8080-exec-10] INFO  com.ankai.controller.AuthController - 接收到登录请求: admin
2025-08-19 11:08:45.287 [http-nio-8080-exec-10] INFO  com.ankai.service.impl.AuthServiceImpl - 用户登录请求: admin
2025-08-19 11:08:45.287 [http-nio-8080-exec-10] INFO  com.ankai.security.UserDetailsServiceImpl - 加载用户信息: admin
2025-08-19 11:08:45.356 [http-nio-8080-exec-10] INFO  com.ankai.security.UserDetailsServiceImpl - 用户 admin 拥有权限: [ROLE_SUPER_ADMIN, SUPER_ADMIN]
2025-08-19 11:08:45.451 [http-nio-8080-exec-10] INFO  com.ankai.service.impl.AuthServiceImpl - 用户登录成功: admin
2025-08-19 11:08:47.839 [http-nio-8080-exec-9] INFO  com.ankai.security.JwtAuthenticationFilter - JWT过滤器处理请求: POST /api/user/page
2025-08-19 11:08:47.839 [http-nio-8080-exec-9] INFO  com.ankai.security.JwtAuthenticationFilter - === Authorization头检查 ===
2025-08-19 11:08:47.839 [http-nio-8080-exec-9] INFO  com.ankai.security.JwtAuthenticationFilter - Authorization头存在: false
2025-08-19 11:08:47.840 [http-nio-8080-exec-9] INFO  com.ankai.security.JwtAuthenticationFilter - === JWT Token检查 ===
2025-08-19 11:08:47.840 [http-nio-8080-exec-9] INFO  com.ankai.security.JwtAuthenticationFilter - Token存在: false
2025-08-19 11:08:52.207 [http-nio-8080-exec-1] INFO  com.ankai.security.JwtAuthenticationFilter - JWT过滤器处理请求: POST /api/user/page
2025-08-19 11:08:52.208 [http-nio-8080-exec-1] INFO  com.ankai.security.JwtAuthenticationFilter - === Authorization头检查 ===
2025-08-19 11:08:52.208 [http-nio-8080-exec-1] INFO  com.ankai.security.JwtAuthenticationFilter - Authorization头存在: false
2025-08-19 11:08:52.208 [http-nio-8080-exec-1] INFO  com.ankai.security.JwtAuthenticationFilter - === JWT Token检查 ===
2025-08-19 11:08:52.208 [http-nio-8080-exec-1] INFO  com.ankai.security.JwtAuthenticationFilter - Token存在: false
2025-08-19 11:09:06.707 [http-nio-8080-exec-2] INFO  com.ankai.security.JwtAuthenticationFilter - JWT过滤器处理请求: POST /api/user/page
2025-08-19 11:09:06.707 [http-nio-8080-exec-2] INFO  com.ankai.security.JwtAuthenticationFilter - === Authorization头检查 ===
2025-08-19 11:09:06.707 [http-nio-8080-exec-2] INFO  com.ankai.security.JwtAuthenticationFilter - Authorization头存在: false
2025-08-19 11:09:06.707 [http-nio-8080-exec-2] INFO  com.ankai.security.JwtAuthenticationFilter - === JWT Token检查 ===
2025-08-19 11:09:06.707 [http-nio-8080-exec-2] INFO  com.ankai.security.JwtAuthenticationFilter - Token存在: false
2025-08-19 11:09:09.087 [http-nio-8080-exec-3] INFO  com.ankai.security.JwtAuthenticationFilter - JWT过滤器处理请求: POST /api/user/page
2025-08-19 11:09:09.087 [http-nio-8080-exec-3] INFO  com.ankai.security.JwtAuthenticationFilter - === Authorization头检查 ===
2025-08-19 11:09:09.087 [http-nio-8080-exec-3] INFO  com.ankai.security.JwtAuthenticationFilter - Authorization头存在: false
2025-08-19 11:09:09.087 [http-nio-8080-exec-3] INFO  com.ankai.security.JwtAuthenticationFilter - === JWT Token检查 ===
2025-08-19 11:09:09.087 [http-nio-8080-exec-3] INFO  com.ankai.security.JwtAuthenticationFilter - Token存在: false
2025-08-19 11:14:04.261 [http-nio-8080-exec-5] INFO  com.ankai.security.JwtAuthenticationFilter - JWT过滤器处理请求: POST /api/user/page
2025-08-19 11:14:04.261 [http-nio-8080-exec-4] INFO  com.ankai.security.JwtAuthenticationFilter - JWT过滤器处理请求: POST /api/user/page
2025-08-19 11:14:04.265 [http-nio-8080-exec-5] INFO  com.ankai.security.JwtAuthenticationFilter - === Authorization头检查 ===
2025-08-19 11:14:04.265 [http-nio-8080-exec-4] INFO  com.ankai.security.JwtAuthenticationFilter - === Authorization头检查 ===
2025-08-19 11:14:04.267 [http-nio-8080-exec-5] INFO  com.ankai.security.JwtAuthenticationFilter - Authorization头存在: false
2025-08-19 11:14:04.267 [http-nio-8080-exec-4] INFO  com.ankai.security.JwtAuthenticationFilter - Authorization头存在: false
2025-08-19 11:14:04.267 [http-nio-8080-exec-5] INFO  com.ankai.security.JwtAuthenticationFilter - === JWT Token检查 ===
2025-08-19 11:14:04.267 [http-nio-8080-exec-4] INFO  com.ankai.security.JwtAuthenticationFilter - === JWT Token检查 ===
2025-08-19 11:14:04.267 [http-nio-8080-exec-5] INFO  com.ankai.security.JwtAuthenticationFilter - Token存在: false
2025-08-19 11:14:04.267 [http-nio-8080-exec-4] INFO  com.ankai.security.JwtAuthenticationFilter - Token存在: false
2025-08-19 11:31:19.193 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
2025-08-19 11:31:19.238 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
2025-08-19 11:31:27.403 [background-preinit] INFO  org.hibernate.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.0.Final
2025-08-19 11:31:27.470 [main] INFO  com.ankai.AnKaiBackendApplication - Starting AnKaiBackendApplication using Java 17.0.15 with PID 11564 (C:\Users\A\Desktop\AnKaiBackend\Ankai_Backend\target\classes started by A in C:\Users\A\Desktop\AnKaiBackend\Ankai_Backend)
2025-08-19 11:31:27.471 [main] INFO  com.ankai.AnKaiBackendApplication - No active profile set, falling back to 1 default profile: "default"
2025-08-19 11:31:28.653 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode
2025-08-19 11:31:28.657 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2025-08-19 11:31:28.756 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 60 ms. Found 0 Redis repository interfaces.
2025-08-19 11:31:30.616 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
2025-08-19 11:31:30.630 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2025-08-19 11:31:30.631 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2025-08-19 11:31:30.631 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.8]
2025-08-19 11:31:30.782 [main] INFO  o.a.c.c.ContainerBase.[Tomcat].[localhost].[/api] - Initializing Spring embedded WebApplicationContext
2025-08-19 11:31:30.783 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 3261 ms
2025-08-19 11:31:31.612 [main] INFO  com.ankai.config.RedisConfig - 配置Redis连接工厂 - Host: 101.34.253.208, Port: 6379, Database: 9
2025-08-19 11:31:31.973 [main] INFO  com.ankai.config.RedisConfig - Redis连接工厂配置完成，使用数据库: 9
2025-08-19 11:31:32.016 [main] INFO  com.ankai.config.RedisConfig - 配置Redisson客户端 - Host: 101.34.253.208, Port: 6379, Database: 9
2025-08-19 11:31:32.031 [main] INFO  com.ankai.config.RedisConfig - Redisson客户端配置完成，使用数据库: 9
2025-08-19 11:31:32.134 [main] INFO  org.redisson.Version - Redisson 3.24.3
2025-08-19 11:31:32.429 [redisson-netty-6-4] INFO  org.redisson.connection.pool.MasterConnectionPool - 1 connections initialized for 101.34.253.208/101.34.253.208:6379
2025-08-19 11:31:32.478 [redisson-netty-6-5] INFO  o.r.connection.pool.MasterPubSubConnectionPool - 1 connections initialized for 101.34.253.208/101.34.253.208:6379
2025-08-19 11:31:32.947 [main] INFO  o.s.security.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@c85486, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@51e1e058, org.springframework.security.web.context.SecurityContextHolderFilter@50008974, org.springframework.security.web.header.HeaderWriterFilter@770cbe5d, org.springframework.security.web.authentication.logout.LogoutFilter@f5f8de2, com.ankai.security.JwtAuthenticationFilter@58182b96, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@6a0ee80, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@71de1091, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@23e0c200, org.springframework.security.web.session.SessionManagementFilter@1642968c, org.springframework.security.web.access.ExceptionTranslationFilter@7d07e04e, org.springframework.security.web.access.intercept.AuthorizationFilter@35dc849b]
2025-08-19 11:31:33.439 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2025-08-19 11:31:33.458 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8080 (http) with context path '/api'
2025-08-19 11:31:33.473 [main] INFO  com.ankai.AnKaiBackendApplication - Started AnKaiBackendApplication in 6.72 seconds (process running for 9.897)
2025-08-19 11:31:37.267 [http-nio-8080-exec-4] INFO  o.a.c.c.ContainerBase.[Tomcat].[localhost].[/api] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2025-08-19 11:31:37.267 [http-nio-8080-exec-4] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2025-08-19 11:31:37.272 [http-nio-8080-exec-4] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 1 ms
2025-08-19 11:31:37.283 [http-nio-8080-exec-4] INFO  com.ankai.security.JwtAuthenticationFilter - JWT过滤器处理请求: POST /api/user/page
2025-08-19 11:31:37.283 [http-nio-8080-exec-1] INFO  com.ankai.security.JwtAuthenticationFilter - JWT过滤器处理请求: POST /api/user/page
2025-08-19 11:31:37.283 [http-nio-8080-exec-4] INFO  com.ankai.security.JwtAuthenticationFilter - === Authorization头检查 ===
2025-08-19 11:31:37.283 [http-nio-8080-exec-1] INFO  com.ankai.security.JwtAuthenticationFilter - === Authorization头检查 ===
2025-08-19 11:31:37.283 [http-nio-8080-exec-4] INFO  com.ankai.security.JwtAuthenticationFilter - Authorization头存在: false
2025-08-19 11:31:37.283 [http-nio-8080-exec-1] INFO  com.ankai.security.JwtAuthenticationFilter - Authorization头存在: false
2025-08-19 11:31:37.283 [http-nio-8080-exec-1] INFO  com.ankai.security.JwtAuthenticationFilter - === JWT Token检查 ===
2025-08-19 11:31:37.283 [http-nio-8080-exec-1] INFO  com.ankai.security.JwtAuthenticationFilter - Token存在: false
2025-08-19 11:31:37.283 [http-nio-8080-exec-4] INFO  com.ankai.security.JwtAuthenticationFilter - === JWT Token检查 ===
2025-08-19 11:31:37.283 [http-nio-8080-exec-4] INFO  com.ankai.security.JwtAuthenticationFilter - Token存在: false
2025-08-19 11:31:41.987 [http-nio-8080-exec-5] INFO  com.ankai.security.JwtAuthenticationFilter - JWT过滤器处理请求: POST /api/auth/login
2025-08-19 11:31:41.987 [http-nio-8080-exec-5] INFO  com.ankai.security.JwtAuthenticationFilter - === Authorization头检查 ===
2025-08-19 11:31:41.987 [http-nio-8080-exec-5] INFO  com.ankai.security.JwtAuthenticationFilter - Authorization头存在: false
2025-08-19 11:31:41.987 [http-nio-8080-exec-5] INFO  com.ankai.security.JwtAuthenticationFilter - === JWT Token检查 ===
2025-08-19 11:31:41.987 [http-nio-8080-exec-5] INFO  com.ankai.security.JwtAuthenticationFilter - Token存在: false
2025-08-19 11:31:42.124 [http-nio-8080-exec-5] INFO  com.ankai.controller.AuthController - 接收到登录请求: admin
2025-08-19 11:31:42.124 [http-nio-8080-exec-5] INFO  com.ankai.service.impl.AuthServiceImpl - 用户登录请求: admin
2025-08-19 11:31:42.196 [http-nio-8080-exec-5] INFO  com.ankai.security.UserDetailsServiceImpl - 加载用户信息: admin
2025-08-19 11:31:42.217 [http-nio-8080-exec-5] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2025-08-19 11:31:42.584 [http-nio-8080-exec-5] INFO  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@3b92eeaf
2025-08-19 11:31:42.585 [http-nio-8080-exec-5] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2025-08-19 11:31:42.693 [http-nio-8080-exec-5] INFO  com.ankai.security.UserDetailsServiceImpl - 用户 admin 拥有权限: [ROLE_SUPER_ADMIN, SUPER_ADMIN]
2025-08-19 11:31:42.820 [http-nio-8080-exec-5] INFO  com.ankai.service.impl.AuthServiceImpl - 用户登录成功: admin
2025-08-19 11:31:47.729 [http-nio-8080-exec-2] INFO  com.ankai.security.JwtAuthenticationFilter - JWT过滤器处理请求: POST /api/user/page
2025-08-19 11:31:47.729 [http-nio-8080-exec-2] INFO  com.ankai.security.JwtAuthenticationFilter - === Authorization头检查 ===
2025-08-19 11:31:47.729 [http-nio-8080-exec-2] INFO  com.ankai.security.JwtAuthenticationFilter - Authorization头存在: false
2025-08-19 11:31:47.729 [http-nio-8080-exec-2] INFO  com.ankai.security.JwtAuthenticationFilter - === JWT Token检查 ===
2025-08-19 11:31:47.729 [http-nio-8080-exec-2] INFO  com.ankai.security.JwtAuthenticationFilter - Token存在: false
2025-08-19 14:53:00.447 [background-preinit] INFO  org.hibernate.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.0.Final
2025-08-19 14:53:00.520 [main] INFO  com.ankai.AnKaiBackendApplication - Starting AnKaiBackendApplication using Java 17.0.15 with PID 17388 (C:\Users\A\Desktop\AnKaiBackend\Ankai_Backend\target\classes started by A in C:\Users\A\Desktop\AnKaiBackend\Ankai_Backend)
2025-08-19 14:53:00.521 [main] INFO  com.ankai.AnKaiBackendApplication - No active profile set, falling back to 1 default profile: "default"
2025-08-19 14:53:01.492 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode
2025-08-19 14:53:01.496 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2025-08-19 14:53:01.534 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 19 ms. Found 0 Redis repository interfaces.
2025-08-19 14:53:02.463 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
2025-08-19 14:53:02.472 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2025-08-19 14:53:02.474 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2025-08-19 14:53:02.474 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.8]
2025-08-19 14:53:02.573 [main] INFO  o.a.c.c.ContainerBase.[Tomcat].[localhost].[/api] - Initializing Spring embedded WebApplicationContext
2025-08-19 14:53:02.573 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 2004 ms
2025-08-19 14:53:03.186 [main] INFO  com.ankai.config.RedisConfig - 配置Redis连接工厂 - Host: 101.34.253.208, Port: 6379, Database: 9
2025-08-19 14:53:03.475 [main] INFO  com.ankai.config.RedisConfig - Redis连接工厂配置完成，使用数据库: 9
2025-08-19 14:53:03.511 [main] INFO  com.ankai.config.RedisConfig - 配置Redisson客户端 - Host: 101.34.253.208, Port: 6379, Database: 9
2025-08-19 14:53:03.519 [main] INFO  com.ankai.config.RedisConfig - Redisson客户端配置完成，使用数据库: 9
2025-08-19 14:53:03.598 [main] INFO  org.redisson.Version - Redisson 3.24.3
2025-08-19 14:53:03.878 [redisson-netty-6-4] INFO  org.redisson.connection.pool.MasterConnectionPool - 1 connections initialized for 101.34.253.208/101.34.253.208:6379
2025-08-19 14:53:03.921 [redisson-netty-6-5] INFO  o.r.connection.pool.MasterPubSubConnectionPool - 1 connections initialized for 101.34.253.208/101.34.253.208:6379
2025-08-19 14:53:04.391 [main] INFO  o.s.security.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@71b7e9c8, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@55202ba6, org.springframework.security.web.context.SecurityContextHolderFilter@a1a72d4, org.springframework.security.web.header.HeaderWriterFilter@69abeb14, org.springframework.security.web.authentication.logout.LogoutFilter@50b4e7b2, com.ankai.security.JwtAuthenticationFilter@4005e485, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@1afa048a, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@293ecff6, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@2ef1fc8a, org.springframework.security.web.session.SessionManagementFilter@78829412, org.springframework.security.web.access.ExceptionTranslationFilter@6b32b678, org.springframework.security.web.access.intercept.AuthorizationFilter@520ec7a7]
2025-08-19 14:53:04.757 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
